"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","전화번호","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","좌표정보(X)","좌표정보(Y)","판매점영업면적"
"3050000","PHMH320133050034087500034","2013-04-16","          ","03","폐업","03","폐업","2018-11-01","          ","          ","","130-810   ","서울특별시 동대문구  25번지 31호 1층 에이호","서울특별시 동대문구 한빛로 24, 1층 에이호 (신설동)","02580","GS25 동대문신설점","2018-11-01 13:51:34","I","2026-04-26 22:00:56","202198.768730712    ","452807.164057657    ",""
"3050000","PHMH320133050034087500035","2013-04-11","          ","03","폐업","03","폐업","2017-05-23","          ","          ","","130-837   ","서울특별시 동대문구 장안동 186번지 38호 1층","서울특별시 동대문구 한천로20길 8-12, 1층 (장안동)","02626","홈플러스365 장안타운점","2017-05-23 10:47:31","I","2026-04-26 22:00:56","205622.090598056    ","451881.436166828    ",""
"3050000","PHMH320123050034087500001","2012-11-12","          ","03","폐업","03","폐업","2014-12-01","          ","          ","","130-842   ","서울특별시 동대문구 장안동 372번지 5호 장안뉴씨티","서울특별시 동대문구 장한로 105 (장안동, 장안뉴씨티)","     ","씨유 장안뉴시티점","2014-12-12 10:57:57","I","2026-04-26 22:00:55","206109.658525853    ","451980.135831605    ",""
"3210000","PHMH320123210034087500097","2012-11-14","          ","03","폐업","03","폐업","2026-03-27","          ","          ","02-521-2758","          ","서울특별시 서초구 방배동 936번지 8호 1층","서울특별시 서초구 방배로23길 8, 1층 (방배동)","06672","씨유내방조은점","2026-03-27 14:40:12","U","2026-03-28 03:03:03","199369.649362244    ","442705.488318761    ",""
"3080000","PHMH320123080033087500002","2012-11-01","          ","01","영업/정상","13","영업중","          ","          ","          ","02-900-2511","142-864   ","서울특별시 강북구 번동 411번지 1호","서울특별시 강북구 덕릉로 159 (번동)","01067","GS25 번동위브점","2013-10-17 11:36:19","I","2026-03-26 22:31:47","202702.983687961    ","459235.189057323    ",""
"3080000","PHMH320123080033087500004","2012-11-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-990-1325","142-884   ","서울특별시 강북구 수유동 410번지 283호","서울특별시 강북구 삼각산로 81 (수유동)","01036","GS25 수유문화점","2013-10-17 11:36:56","I","2026-03-26 22:31:47","201092.079121328    ","459768.079420827    ",""
"3080000","PHMH320123080033087500013","2012-11-07","          ","01","영업/정상","13","영업중","          ","          ","          ","02-991-7189","142-878   ","서울특별시 강북구 수유동 192번지 3호","서울특별시 강북구 한천로139나길 1 (수유동)","01072","GS25 강북구청점","2022-09-23 13:46:48","I","2026-03-26 22:31:47","202158.404849077    ","459633.960977278    ",""
"3080000","PHMH320123080033087500018","2012-11-07","          ","01","영업/정상","13","영업중","          ","          ","          ","02-984-0288","142-100   ","서울특별시 강북구 미아동 1353번지","서울특별시 강북구 삼양로19길 157 (미아동)","01192","GS25 삼각산SK점","2021-06-09 11:30:13","I","2026-03-26 22:31:47","201045.611312321    ","457292.961457264    ",""
"3080000","PHMH320123080033087500026","2012-11-08","          ","01","영업/정상","13","영업중","          ","          ","          ","","142-816   ","서울특별시 강북구 미아동 760번지 28호","서울특별시 강북구 삼양로47길 23 (미아동)","01184","세븐일레븐 삼양복지점","2022-09-23 13:48:54","I","2026-03-26 22:31:47","201498.528378405    ","457830.054368471    ",""
"3080000","PHMH320123080033087500038","2012-11-12","          ","01","영업/정상","13","영업중","          ","          ","          ","02-900-3089","          ","서울특별시 강북구 수유동 563번지 15호 준곡빌딩","서울특별시 강북구 4.19로13길 3, 준곡빌딩 1층 (수유동)","01014","이마트24 R강북북한산점","2024-03-27 11:38:21","I","2026-03-26 22:31:47","200540.026077316    ","460352.745003132    ",""
"3080000","PHMH320123080033087500039","2012-11-12","          ","01","영업/정상","13","영업중","          ","          ","          ","02-982-6659","142-100   ","서울특별시 강북구 미아동 693번지","서울특별시 강북구 삼양로27길 20 (미아동)","01194","세븐일레븐 미아삼성점","2023-05-08 09:55:43","I","2026-03-26 22:31:47","201706.924788295    ","457406.150353177    ",""
"3080000","PHMH320123080033087500042","2012-11-12","          ","01","영업/정상","13","영업중","          ","          ","          ","02-908-9303","142-878   ","서울특별시 강북구 수유동 223번지 1호","서울특별시 강북구 노해로 38 (수유동)","01072","세븐일레븐 수유로데오점","2023-10-04 16:00:26","I","2026-03-26 22:31:47","201966.757679268    ","459615.018158491    ",""
"3080000","PHMH320123080033087500048","2012-11-12","          ","01","영업/정상","13","영업중","          ","          ","          ","02-982-6517","          ","서울특별시 강북구 수유동 736번지 6호","서울특별시 강북구 삼양로 285, 1층 (수유동)","01103","CU 미아은혜점","2019-06-26 18:05:55","I","2026-03-26 22:31:47","201495.993282675    ","458513.824003999    ",""
"3080000","PHMH320123080033087500052","2012-11-12","          ","01","영업/정상","13","영업중","          ","          ","          ","02-900-5571","142-070   ","서울특별시 강북구 수유동 281번지 40호","서울특별시 강북구 4.19로1길 16 (수유동)","01029","씨유 수유행복점","2013-10-24 16:14:51","I","2026-03-26 22:31:47","201113.550566503    ","460544.416975982    ",""
"3080000","PHMH320123080033087500060","2012-11-13","          ","02","휴업","02","휴업","          ","2020-07-29","2021-07-29","02-903-9578","142-883   ","서울특별시 강북구 수유동 554번지 96호","서울특별시 강북구 인수봉로 272 (수유동)","01031","위드미 인수점","2020-07-29 16:55:13","I","2026-03-26 22:31:48","200914.804917557    ","460057.510286679    ",""
"3080000","PHMH320123080033087500061","2012-11-13","          ","01","영업/정상","13","영업중","          ","          ","          ","","142-867   ","서울특별시 강북구 번동 448번지 2호","서울특별시 강북구 덕릉로 99 (번동)","01069","씨유 강북드림점","2021-06-16 16:06:38","I","2026-03-26 22:31:48","202104.349515713    ","459183.280207514    ",""
"3080000","PHMH320123080033087500062","2012-11-13","          ","01","영업/정상","13","영업중","          ","          ","          ","02-989-5659","          ","서울특별시 강북구 미아동 160-13","서울특별시 강북구 도봉로 280, 1층 (미아동)","01128","세븐일레븐 수유으뜸점","2021-06-09 11:32:46","I","2026-03-26 22:31:48","202028.476603745    ","459003.081658988    ",""
"3220000","PHMH320123220033087500075","2012-11-06","          ","01","영업/정상","13","영업중","          ","          ","          ","","135-847   ","서울특별시 강남구 대치동 960번지 15호","서울특별시 강남구 삼성로76길 16 (대치동)","06185","세븐일레븐 대치으뜸점","2014-12-08 16:36:13","I","2026-05-02 22:33:10","205205.51222271     ","444651.495432171    ",""
"3220000","PHMH320123220033087500079","2012-11-07","          ","01","영업/정상","13","영업중","          ","          ","          ","","135-841   ","서울특별시 강남구 대치동 904번지 19호 101호","서울특별시 강남구 역삼로77길 7 (대치동)","06196","지에스25대치사랑점","2013-07-12 10:37:50","I","2026-05-02 22:33:10","204906.325836677    ","444530.326702996    ",""
"3220000","PHMH320123220033087500092","2012-11-08","          ","01","영업/정상","13","영업중","          ","          ","          ","","135-787   ","서울특별시 강남구 압구정동 369번지 1호","서울특별시 강남구 압구정로29길 71 (압구정동)","06002","지에스25압구정타운점","2013-07-12 17:29:59","I","2026-05-02 22:33:10","202398.594377612    ","447864.763737276    ",""
"3210000","PHMH320193210034087500012","2019-04-23","          ","03","폐업","03","폐업","2022-11-16","          ","          ","","          ","서울특별시 서초구 잠원동 122","","     ","지에스25한강반포1호점","2022-11-18 09:40:23","I","2026-03-26 22:32:22","200194.276363052    ","445849.7998507      ",""
"3080000","PHMH320123080033087500063","2023-06-20","          ","01","영업/정상","13","영업중","          ","          ","          ","02-985-7440","142-809   ","서울특별시 강북구 미아동 134번지 94호","서울특별시 강북구 도봉로 132 (미아동)","01161","씨유 미아대양점","2023-06-22 17:36:58","I","2026-03-26 22:31:48","202465.812670189    ","457602.883029765    ",""
"3080000","PHMH320123080033087500067","2012-11-14","          ","01","영업/정상","13","영업중","          ","          ","          ","02-945-0479","          ","서울특별시 강북구 미아동 258-695","서울특별시 강북구 오패산로52길 65, 지층 (미아동)","01142","씨유 미아율곡점","2024-09-03 16:55:13","I","2026-03-26 22:31:48","202775.526636585    ","458158.072132535    ",""
"3080000","PHMH320123080033087500071","2012-11-14","          ","01","영업/정상","13","영업중","          ","          ","          ","02-992-5472","142-872   ","서울특별시 강북구 수유동 2번지 1호","서울특별시 강북구 노해로 23 (수유동)","01080","씨유 강북수유점","2013-11-12 15:55:23","I","2026-03-26 22:31:48","201926.308614686    ","459483.67658657     ",""
"3080000","PHMH320123080033087500075","2012-11-14","          ","01","영업/정상","13","영업중","          ","          ","          ","02-990-4895","142-888   ","서울특별시 강북구 수유동 724번지 3호","서울특별시 강북구 노해로 121 (수유동)","01050","씨유 수유대로점","2013-11-12 16:07:37","I","2026-03-26 22:31:48","202086.047186094    ","460409.898499975    ",""
"3080000","PHMH320123080033087500082","2012-11-15","          ","01","영업/정상","13","영업중","          ","          ","          ","02-984-7777","142-874   ","서울특별시 강북구 수유동 57번지 80호","서울특별시 강북구 삼양로 306 (수유동)","01116","씨유 수유빨래골점","2021-06-09 11:32:04","I","2026-03-26 22:31:48","201518.519887404    ","458702.571916581    ",""
"3080000","PHMH320123080033087500086","2012-11-15","          ","01","영업/정상","13","영업중","          ","          ","          ","02-900-1466","142-878   ","서울특별시 강북구 수유동 191번지 25호","서울특별시 강북구 도봉로89길 5 (수유동)","01074","세븐일레븐 강북구청점","2013-11-12 17:46:57","I","2026-03-26 22:31:48","202214.822687185    ","459608.756319762    ",""
"3080000","PHMH320123080033087500091","2012-11-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-945-8324","142-804   ","서울특별시 강북구 미아동 41번지 1호","서울특별시 강북구 월계로3길 15 (미아동)","01220","세븐일레븐 미아빅토리아호텔점","2024-03-29 14:52:25","I","2026-03-26 22:31:50","202671.405762087    ","456442.951197483    ",""
"3080000","PHMH320123080033087500095","2012-11-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-995-4166","142-877   ","서울특별시 강북구 수유동 338번지 6호","서울특별시 강북구 삼양로 438 (수유동)","01041","세븐일레븐 수유2호점","2024-03-29 16:04:01","I","2026-03-26 22:31:51","201400.299906337    ","460022.198342971    ",""
"3080000","PHMH320123080033087500096","2012-11-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-998-2260","142-867   ","서울특별시 강북구 번동 448번지 11호","서울특별시 강북구 덕릉로 101 (번동)","01069","세븐일레븐 번동점","2024-03-29 16:20:45","I","2026-03-26 22:31:50","202138.65187926     ","459182.283278113    ",""
"3080000","PHMH320123080033087500097","2012-11-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-986-3917","142-874   ","서울특별시 강북구 수유동 50번지 1호","서울특별시 강북구 도봉로77길 25 (수유동)","01114","세븐일레븐 수유본점","2024-03-29 16:14:53","I","2026-03-26 22:31:50","201850.689414287    ","459025.842362636    ",""
"3180000","PHMH320143180034087500020","2014-09-29","          ","01","영업/정상","13","영업중","          ","          ","          ","","150-040   ","서울특별시 영등포구 당산동 121번지 162호","서울특별시 영등포구 국회대로55길 10, 1층 1호 (당산동)","07229","지에스25 당산계룡점","2017-07-07 15:19:07","I","2026-03-26 22:32:14","191826.931913774    ","447095.656586582    ","33"
"3180000","PHMH320143180034087500027","2014-12-08","          ","01","영업/정상","13","영업중","          ","          ","          ","02-2631-4563","150-031   ","서울특별시 영등포구 영등포동1가 113번지 1호 101호","서울특별시 영등포구 경인로 882, 101호 (영등포동1가)","07306","지에스25 영등포씨티점","2017-07-07 15:21:01","I","2026-03-26 22:32:14","192038.23560773     ","446145.18900308     ","76"
"3180000","PHMH320143180034087500029","2014-12-19","          ","01","영업/정상","13","영업중","          ","          ","          ","26782385","150-040   ","서울특별시 영등포구 당산동 121번지 115호 1층","서울특별시 영등포구 버드나루로19길 5, 1층 (당산동)","07229","지에스25 당산진미점","2017-07-07 15:21:30","I","2026-03-26 22:32:14","191747.014502034    ","447355.45807716     ","73"
"3180000","PHMH320153180034087500001","2015-01-12","          ","01","영업/정상","13","영업중","          ","          ","          ","","150-801   ","서울특별시 영등포구 당산동1가 296번지","서울특별시 영등포구 당산로20길 9-2 (당산동1가)","07265","지에스25 영등포타운점","2017-07-07 15:22:06","I","2026-03-26 22:32:14","190858.165558552    ","446811.718345632    ","46"
"3190000","PHMH320163190033087500037","2016-11-30","          ","01","영업/정상","13","영업중","          ","          ","          ","02-831-9392","          ","서울특별시 동작구 신대방동 395번지 67호","서울특별시 동작구 보라매로5길 51 (신대방동, 롯데타워)","07071","GS25 보라매타워점","2017-12-29 15:39:14","I","2026-03-26 22:31:51","193140.052317678    ","443178.674686446    ","76"
"3190000","PHMH320163190033087500042","2016-12-14","          ","01","영업/정상","13","영업중","          ","          ","          ","02-822-1958","          ","서울특별시 동작구 대방동 391-241 B01호","서울특별시 동작구 대방동15길 1, B01호 (대방동)","06954","CU대방행복","2023-08-28 11:35:46","I","2026-03-26 22:31:51","193319.27690221     ","444503.28662764     ","86"
"3190000","PHMH320163190033087500043","2016-12-23","          ","01","영업/정상","13","영업중","          ","          ","          ","02-831-0378","          ","서울특별시 동작구 신대방동 686번지 53호","서울특별시 동작구 시흥대로 602 (신대방동)","07074","GS25 동작신라점","2019-01-11 10:30:18","I","2026-03-26 22:31:51","191484.231170935    ","442652.63963985     ","153"
"3190000","PHMH320173190033087500002","2017-01-11","          ","01","영업/정상","13","영업중","          ","          ","          ","02-826-8335","          ","서울특별시 동작구 상도1동 509번지 1호","서울특별시 동작구 매봉로 59 (상도1동)","06919","GS25 상도타운점","2024-03-25 11:28:33","I","2026-03-26 22:31:51","195648.199889819    ","445017.376090579    ","50"
"3190000","PHMH320173190033087500007","2017-02-22","          ","01","영업/정상","13","영업중","          ","          ","          ","02-824-7719","          ","서울특별시 동작구 노량진동 231번지 115호","서울특별시 동작구 장승배기로 135 (노량진동)","06935","씨유노량진스타합격","2019-01-11 10:26:55","I","2026-03-26 22:31:51","194622.703271125    ","445272.345337602    ","70"
"3190000","PHMH320173190033087500009","2017-03-10","          ","01","영업/정상","13","영업중","          ","          ","          ","02-812-2426","          ","서울특별시 동작구 대방동 402번지 7호","서울특별시 동작구 여의대방로24라길 32, 1층 (대방동)","07055","지에스25 대방타운점","2020-10-15 17:56:41","I","2026-03-26 22:31:51","193091.152703137    ","444134.019949808    ","64"
"3190000","PHMH320173190033087500012","2017-03-24","          ","01","영업/정상","13","영업중","          ","          ","          ","","          ","서울특별시 동작구 신대방동 344번지 15호","서울특별시 동작구 보라매로 91 (신대방동)","07060","(주)코리아세븐 신대방점","2024-02-29 17:20:05","I","2026-03-26 22:31:54","193535.934779684    ","443925.162232397    ","26"
"3190000","PHMH320173190033087500015","2017-04-14","          ","01","영업/정상","13","영업중","          ","          ","          ","02-832-8399","          ","서울특별시 동작구 신대방동 607번지 5호","서울특별시 동작구 시흥대로 658 (신대방동, 신대방빌딩)","07069","GS25 신대방후레쉬점","2018-11-20 09:41:54","I","2026-03-26 22:31:51","191803.524952767    ","443132.741584701    ","60"
"3080000","PHMH320123080033087500099","2012-11-16","          ","01","영업/정상","13","영업중","          ","          ","          ","02-945-4685","142-873   ","서울특별시 강북구 수유동 48번지 1호","서울특별시 강북구 덕릉로 82 (수유동)","01113","세븐일레븐 수유제네스타워점","2024-03-29 14:45:51","I","2026-03-26 22:31:51","201947.420117151    ","459116.426726053    ",""
"3080000","PHMH320123080033087500108","2012-11-26","          ","01","영업/정상","13","영업중","          ","          ","          ","","142-878   ","서울특별시 강북구 수유동 230번지 7호","서울특별시 강북구 도봉로 313 (수유동)","01073","세븐일레븐 수유인텔리안점","2023-10-04 16:06:00","I","2026-03-26 22:31:51","201996.772638212    ","459341.412320599    ",""
"3080000","PHMH320123080033087500113","2012-12-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-999-6950","142-876   ","서울특별시 강북구 수유동 176번지 72호","서울특별시 강북구 한천로140길 17 (수유동)","01054","이마트24 수유사랑점","2019-03-21 17:33:26","I","2026-03-26 22:31:48","202338.875605496    ","459829.951806514    ",""
"3080000","PHMH320133080033087500016","2013-05-01","          ","01","영업/정상","13","영업중","          ","          ","          ","","142-873   ","서울특별시 강북구 수유동 95번지 7호","서울특별시 강북구 도봉로77길 6, 103호 (수유동, 수유이테크밸리)","01113","로그인슈퍼","2022-09-23 13:42:30","I","2026-03-26 22:31:48","201942.872328818    ","459046.125539538    ",""
"3080000","PHMH320133080033087500019","2013-05-28","          ","01","영업/정상","13","영업중","          ","          ","          ","","142-882   ","서울특별시 강북구 수유동 299번지 4호","서울특별시 강북구 인수봉로72길 39 (수유동)","01031","GS25 인수극동점","2013-11-18 16:10:54","I","2026-03-26 22:31:48","201072.241607249    ","460038.985287966    ",""
"3080000","PHMH320133080033087500020","2013-05-29","          ","01","영업/정상","13","영업중","          ","          ","          ","02-997-9648","142-868   ","서울특별시 강북구 번동 461번지 80호","서울특별시 강북구 한천로132길 10 (번동)","01058","씨유 수유번동점","2021-06-09 11:33:23","I","2026-03-26 22:31:48","202468.677974112    ","459672.818930431    ",""
"3080000","PHMH320133080033087500030","2013-12-06","          ","01","영업/정상","13","영업중","          ","          ","          ","02-905-1988","142-864   ","서울특별시 강북구 번동 415번지 1호","서울특별시 강북구 한천로131길 33 (번동)","01064","GS25 번동교보점","2013-12-09 09:05:15","I","2026-03-26 22:31:48","202305.335482472    ","459507.057044616    ",""
"3080000","PHMH320133080033087500031","2013-12-10","          ","01","영업/정상","13","영업중","          ","          ","          ","02-907-8779","142-864   ","서울특별시 강북구 번동 414번지 9호","서울특별시 강북구 한천로129길 33 (번동)","01066","씨유 번동북부점","2013-12-16 17:32:09","I","2026-03-26 22:31:48","202479.549814083    ","459362.097909378    ",""
"3080000","PHMH320143080033087500008","2014-06-27","          ","01","영업/정상","13","영업중","          ","          ","          ","","142-060   ","서울특별시 강북구 번동 242번지 1호","서울특별시 강북구 한천로105길 33 (번동, 주공아파트1단지유치원상가)","01230","지에스25번동1단지점","2022-11-01 16:37:52","I","2026-03-26 22:31:48","203981.35           ","458129.745          ",""
"3080000","PHMH320143080033087500012","2014-09-02","          ","01","영업/정상","13","영업중","          ","          ","          ","02-982-0684","          ","서울특별시 강북구 미아동 316-13 지상1층","서울특별시 강북구 도봉로39길 15, 1층 (미아동)","01171","GS25미아도봉로점","2020-09-17 10:59:06","I","2026-03-26 22:31:48","202195.4471087      ","457789.993199197    ",""
"3080000","PHMH320143080033087500018","2014-11-24","          ","01","영업/정상","13","영업중","          ","          ","          ","02-982-8215","142-803   ","서울특별시 강북구 미아동 160번지 2호","서울특별시 강북구 덕릉로 88, 1층 (미아동)","01128","GS25 수유대로점","2014-11-24 11:18:01","I","2026-03-26 22:31:48","202017.708431621    ","459128.394807809    ",""
"3070000","PHMH320213070034087500003","2021-01-20","          ","03","폐업","03","폐업","2024-02-29","          ","          ","","          ","서울특별시 성북구 장위동 214-84","서울특별시 성북구 돌곶이로 193 (장위동)","02754","지에스25 장위돌곶이점","2024-03-07 13:24:54","I","2026-04-26 22:00:58","204168.420498327    ","457232.487441085    ",""
"3070000","PHMH320213070034087500007","2021-02-10","          ","03","폐업","03","폐업","2023-04-18","          ","          ","","          ","서울특별시 성북구 하월곡동 90-700 베로니스","서울특별시 성북구 화랑로1길 7, 103, 104호 (하월곡동, 베로니스)","02739","미니스톱 종암베로니스점","2023-04-18 13:54:45","I","2026-04-26 22:00:57","202875.642973316    ","455681.97250302     ",""
"3050000","PHMH320123050034087500060","2012-11-14","          ","03","폐업","03","폐업","2014-09-30","          ","          ","","130-813   ","서울특별시 동대문구 신설동 102번지 26호","서울특별시 동대문구 천호대로 11-3 (신설동)","     ","미니스톱 신설점","2014-09-30 13:47:14","I","2026-04-26 22:00:55","202136.434632005    ","452534.940181555    ",""
"3050000","PHMH320123050034087500061","2012-11-14","          ","03","폐업","03","폐업","2022-10-24","          ","          ","","130-829   ","서울특별시 동대문구 이문동 264번지 12호","서울특별시 동대문구 천장산로6길 8 (이문동)","02404","GS25 외대이문점","2022-10-24 15:01:36","I","2026-04-26 22:00:55","205120.626545815    ","455171.175104579    ",""
"3050000","PHMH320123050034087500062","2012-11-14","          ","03","폐업","03","폐업","2014-05-15","          ","          ","","130-872   ","서울특별시 동대문구 회기동 54번지 99호 1층","서울특별시 동대문구 경희대로4길 44, 1층 (회기동)","     ","미니스톱 경희대원룸점","2014-05-21 13:38:14","I","2026-04-26 22:00:55","204764.702000367    ","454376.649769208    ",""
"3050000","PHMH320123050034087500063","2012-11-14","          ","03","폐업","03","폐업","2018-08-31","          ","          ","","130-758   ","서울특별시 동대문구 답십리동 10번지 3호","서울특별시 동대문구 답십리로60길 134, 103호, 104호 (답십리동, 동아아파트상가동)","02611","GS25 답십리동아점","2018-08-31 15:09:12","I","2026-04-26 22:00:55","205385.566057467    ","451717.140632516    ",""
"3050000","PHMH320123050034087500064","2012-11-14","          ","03","폐업","03","폐업","2014-10-14","          ","          ","","130-872   ","서울특별시 동대문구 회기동 52번지","서울특별시 동대문구 회기로 161-11 (회기동)","     ","GS25 동대문경희점","2014-10-14 13:30:33","I","2026-04-26 22:00:55","204717.761602257    ","454320.411464325    ",""
"3050000","PHMH320123050034087500067","2012-11-14","          ","03","폐업","03","폐업","2014-05-15","          ","          ","","130-873   ","서울특별시 동대문구 회기동 105번지 35호 1층","서울특별시 동대문구 회기로 134, 1층 (회기동)","     ","GS25 경희현대점","2014-05-15 17:05:41","I","2026-04-26 22:00:55","204459.374331588    ","454327.531204958    ",""
"3050000","PHMH320123050034087500069","2012-11-14","          ","03","폐업","03","폐업","2018-02-09","          ","          ","22530771","130-876   ","서울특별시 동대문구 휘경동 319번지 14호","서울특별시 동대문구 회기로 182 (휘경동)","02446","GS25 신회기역점","2018-02-09 15:54:28","I","2026-04-26 22:00:55","204893.060364369    ","454164.506149787    ",""
"3050000","PHMH320123050034087500070","2012-11-14","          ","03","폐업","03","폐업","2018-09-21","          ","          ","02-3394-8567","130-802   ","서울특별시 동대문구 답십리동 488번지 327호","서울특별시 동대문구 전농로 12, 1층 6호 (답십리동)","02621","세븐일레븐 답십리쌍마점","2018-09-21 10:01:24","I","2026-04-26 22:00:55","204884.451934202    ","451529.148204191    ",""
